ID,Credit_Score
0x14e29,Poor
0xdb82,Standard
0x19430,Poor
0x13eed,Poor
0x1b727,Standard
0x1bc4e,Standard
0xe60d,Good
0xd3f7,Standard
0x171cc,Standard
0x1734d,Standard
0x145a4,Standard
0x1b1c3,Poor
0x7942,Poor
0x16190,Poor
0x1755,Standard
0x1420f,Good
0x6fe4,Standard
0x1b576,Good
0x1a43a,Standard
0x1d2c9,Standard
0x19641,Standard
0xc8d1,Standard
0x8a13,Poor
0x15734,Good
0x893f,Standard
0x1a512,Poor
0x887d,Standard
0x1619f,Good
0xd3a5,Standard
0xcb33,Good
0xb1ca,Good
0x7de5,Standard
0x19753,Standard
0x18e86,Good
0xc6ec,Good
0x4b0d,Good
0xf56b,Poor
0x16a6a,Standard
0x6052,Poor
0x1c47b,Standard
0x111f8,Poor
0x146a7,Good
0xd996,Standard
0x15021,Standard
0x6dbd,Poor
0x1e846,Good
0x85df,Standard
0xa907,Standard
0xac95,Standard
0x3f12,Good
0xe270,Standard
0x1b69,Good
0x19c81,Standard
0x1bd4b,Poor
0x1e86b,Good
0x1ad36,Standard
0x7269,Poor
0x1cf8a,Poor
0x87f8,Good
0x1902,Standard
0x589e,Standard
0x1bcb0,Poor
0x6ca4,Standard
0x4402,Standard
0xb7b5,Good
0xf2a0,Good
0x159d6,Good
0xc3e3,Standard
0x48fd,Poor
0x613e,Good
0x12a26,Good
0x1c2cb,Poor
0x174a6,Standard
0x87d7,Poor
0x1157f,Standard
0xf113,Standard
0x170ce,Standard
0xffc8,Standard
0x1b4db,Good
0xf0e0,Good
0xa425,Standard
0x38f0,Poor
0xce76,Poor
0xd6aa,Good
0x1e2ad,Standard
0x1c8ea,Standard
0x28f6,Standard
0xa97f,Standard
0x16ab9,Poor
0x31e6,Good
0x6c5f,Standard
0x1bcef,Poor
0x1b601,Standard
0x132ee,Standard
0x197b8,Standard
0x11d4f,Standard
0x539c,Good
0x14982,Poor
0x53b3,Poor
0x19366,Poor
0x1a708,Poor
0x44da,Good
0x18a71,Standard
0x271e,Poor
0x1f7f,Poor
0x145ed,Good
0x2d21,Standard
0xa63f,Standard
0x1d77f,Poor
0x71ef,Good
0x16429,Standard
0x9931,Good
0xaba4,Good
0x1a952,Standard
0x11829,Standard
0x18972,Good
0x7fad,Standard
0x32fa,Poor
0x19f99,Good
0xfc5e,Standard
0x1c37c,Good
0xfe9c,Standard
0x2e37,Poor
0x1788c,Good
0xc923,Standard
0x5fc4,Good
0x14e56,Standard
0x391e,Standard
0x1b775,Good
0x191fc,Standard
0x1d04d,Poor
0xf26b,Standard
0xd82b,Poor
0x9284,Standard
0x1d24b,Good
0xfa4c,Standard
0x5d7f,Poor
0x11bf7,Standard
0x58bb,Good
0x1094c,Standard
0x1b015,Good
0x19843,Standard
0x3892,Standard
0x13af4,Standard
0x9780,Standard
0xb815,Good
0x1ce24,Standard
0x1825e,Good
0x16f7a,Standard
0x2e3e,Standard
0x4539,Standard
0x196ff,Standard
0x2898,Poor
0x149c3,Good
0x1124e,Poor
0x17dd2,Standard
0x14d0c,Poor
0x5fbe,Good
0x19703,Standard
0x1dfee,Poor
0x74be,Good
0x2057,Poor
0x7224,Standard
0x2b5c,Poor
0x5b0f,Good
0x32be,Poor
0x74d6,Good
0x2941,Standard
0x7e18,Standard
0x9099,Poor
0x1a116,Good
0x12390,Standard
0xb3ee,Standard
0x1e60,Standard
0x782c,Standard
0x24b5,Standard
0x7507,Standard
0x6a5c,Standard
0x9030,Good
0x1a3cd,Standard
0x1c0f6,Poor
0xe168,Good
0xf01e,Standard
0x18c2a,Standard
0x1cda7,Poor
0x16b1e,Good
0x1637a,Standard
0x1ae7a,Standard
0x104b4,Poor
0x1beb,Standard
0xe85d,Good
0x686b,Standard
0xf2ef,Good
0x1b96c,Good
0xe7ec,Good
0x8d09,Poor
0x1ab56,Standard
0x110fc,Standard
0x1cbed,Poor
0x7f44,Standard
0xb60b,Good
0x48a9,Standard
0xa215,Poor
0xa789,Standard
0x5627,Good
0xc949,Standard
0x1e678,Standard
0x16a04,Good
0x8d61,Standard
0xb859,Standard
0x71c0,Standard
0xf072,Standard
0x1e1f6,Poor
0x18df9,Poor
0x11f93,Poor
0xa4b8,Poor
0x19af1,Standard
0x421f,Good
0x13867,Poor
0x1112c,Standard
0x18ac3,Poor
0x16b5c,Standard
0xadfd,Poor
0x1e53,Standard
0x9457,Poor
0x1787b,Poor
0x16c6,Standard
0xcbe9,Standard
0x18519,Poor
0x16cac,Poor
0x39c8,Standard
0x15f6b,Standard
0x67e9,Standard
0x1dc47,Good
0x11640,Standard
0x1a76a,Standard
0x11324,Standard
0x1e35b,Poor
0x17fc3,Standard
0x1147e,Good
0x174eb,Good
0x28fe,Standard
0x14706,Standard
0x2bda,Standard
0x10312,Good
0xbc9a,Standard
0x3d68,Standard
0xf05c,Standard
0x4b55,Poor
0xd5b5,Standard
0xd25e,Good
0x6601,Good
0x1796f,Standard
0x7b97,Standard
0x1bdf4,Standard
0x29dd,Good
0x1b81,Poor
0x1d62f,Standard
0xaf8a,Good
0x16417,Standard
0x10e6c,Good
0x112a2,Standard
0x1ba15,Standard
0xa962,Poor
0x1e2d1,Poor
0xf15d,Poor
0x1b163,Good
0x12cdf,Good
0xc133,Good
0x106b9,Good
0x7400,Good
0x1c54f,Standard
0x3355,Poor
0x7e9a,Good
0x9469,Standard
0x1bf5a,Standard
0x14d12,Standard
0x1e565,Standard
0x1ec8,Good
0x4dcf,Poor
0x18150,Good
0x1714f,Standard
0x1e765,Standard
0xc398,Good
0x1ccfe,Poor
0xaa54,Good
0x5a52,Good
0x11b50,Standard
0x4fea,Poor
0x117a6,Poor
0x19a3e,Poor
0x1d0b6,Standard
0x11790,Poor
0x2f94,Standard
0xde4f,Standard
0x12bd6,Poor
0x75df,Good
0x3f55,Poor
0x1aee7,Standard
0x40c5,Standard
0x11db0,Standard
0x15c6c,Standard
0x139dd,Poor
0x19456,Standard
0x8790,Standard
0x1499e,Standard
0x1d287,Standard
0x5fac,Standard
0xa032,Good
0x11e03,Poor
0xe45d,Poor
0x266d,Poor
0x14600,Poor
0x7f4b,Standard
0x762d,Poor
0x100bc,Poor
0xab9b,Standard
0x9f30,Standard
0x1c074,Good
0xc6bf,Good
0x11155,Good
0x6096,Good
0x1d4e0,Good
0x19eb4,Standard
0x1672e,Standard
0x14c54,Good
0x13ff3,Standard
0x16d41,Good
0x1f4a,Good
0x197c4,Standard
0x1aa5e,Standard
0xb86e,Standard
0x103a0,Poor
0x1b810,Standard
0xb2b8,Good
0x10c6f,Poor
0xa433,Standard
0x134e8,Good
0x8a36,Standard
0x162d7,Standard
0x183b,Good
0x11303,Standard
0x44ce,Standard
0x503d,Poor
0x30a3,Good
0xa20b,Standard
0x11499,Poor
0x157ad,Standard
0x9301,Good
0x5a0b,Standard
0x162f6,Good
0x1c3d4,Standard
0x1612f,Poor
0x2526,Poor
0x19041,Standard
0x188ef,Good
0x8e05,Standard
0x9d57,Standard
0xdfec,Standard
0xb15a,Standard
0x104e6,Good
0x13d70,Good
0x149ce,Good
0x6952,Good
0xeb1d,Standard
0x1c7fa,Poor
0x10f92,Poor
0xa397,Standard
0xf4de,Standard
0xcbe8,Standard
0xb3a1,Good
0x14fe3,Standard
0x4b75,Poor
0xb5ac,Standard
0x9cbc,Good
0x8ca7,Poor
0x1020b,Poor
0x28df,Good
0x1cdf4,Poor
0x1ae93,Poor
0xa8e1,Good
0x1dc23,Standard
0x94f7,Poor
0x7c32,Standard
0x99a4,Poor
0x596d,Standard
0x19846,Standard
0xcc85,Standard
0x9c60,Poor
0x57e5,Poor
0x5a84,Good
0xe8e1,Good
0x6354,Standard
0x6f1f,Poor
0x1dc7c,Standard
0x2ccf,Standard
0xbef5,Standard
0x18da5,Good
0x3d06,Standard
0x6a10,Standard
0x6738,Poor
0xc9f0,Standard
0x11905,Standard
0xe2a2,Poor
0x1a6c3,Standard
0xfade,Poor
0x1973b,Good
0x1d93,Poor
0x611f,Standard
0x95ad,Good
0x1795e,Good
0x1c2d7,Poor
0x1b706,Good
0x1bd1a,Good
0x1e16,Standard
0x10367,Standard
0xe4e2,Standard
0x12346,Standard
0x15b71,Good
0xf943,Standard
0xb6c2,Standard
0x298e,Good
0xaf8d,Good
0xba5a,Poor
0x1d13b,Standard
0xf339,Standard
0x19a47,Standard
0x908c,Standard
0x1361f,Standard
0x10f14,Good
0x15aa0,Good
0x1217e,Standard
0x99d7,Standard
0x15978,Poor
0x3db9,Standard
0xc64e,Poor
0x10eec,Standard
0x16334,Standard
0xb42c,Good
0x115d2,Poor
0x1e428,Standard
0x19d5f,Good
0x93f6,Poor
0x1a87f,Standard
0x10809,Good
0xff38,Good
0x16396,Good
0x1b861,Poor
0x18f00,Standard
0x1cc29,Standard
0x5362,Poor
0xdf20,Good
0x12a65,Standard
0x19a31,Standard
0xcc9c,Standard
0x321b,Good
0x1912f,Good
0x15039,Good
0x139ad,Standard
0xac1e,Standard
0x7edf,Poor
0x158f3,Standard
0x1d055,Standard
0x10cde,Good
0x9ff7,Good
0xa1c0,Poor
0x5e58,Good
0xee42,Standard
0xeeaa,Standard
0x9dd4,Good
0x11b02,Poor
0x91fe,Good
0x1e25,Good
0x4975,Standard
0x13fe7,Good
0x1c96,Poor
0x477c,Standard
0x11e4e,Standard
0x1da73,Poor
0x10ced,Poor
0x79c6,Good
0x1ac85,Standard
0x10d63,Poor
0x170b9,Standard
0x11ac6,Standard
0x1d894,Good
0x9f5e,Poor
0x16fed,Poor
0x43f7,Standard
0xbc7c,Standard
0x15c54,Good
0x1d022,Standard
0x13490,Good
0x4404,Standard
0x1698b,Poor
0x28c4,Standard
0x8e98,Standard
0x16f5a,Standard
0xeb03,Standard
0xbd5e,Standard
0x5ca1,Standard
0x1aef3,Standard
0x1e0ae,Standard
0x1ba50,Standard
0x195bd,Good
0x16afa,Standard
0x1880,Good
0x11b94,Good
0x1c1cd,Good
0xc60a,Poor
0x141d2,Standard
0x145f3,Standard
0x10515,Poor
0x1808c,Standard
0x149c0,Good
0x13821,Standard
0x9534,Poor
0xaec9,Good
0x115e9,Good
0x113c2,Standard
0xbc35,Standard
0x14692,Standard
0xc82e,Standard
0xcd87,Good
0x12bcd,Good
0x23a8,Poor
0x9553,Poor
0xbe1d,Poor
0x14713,Good
0x18432,Poor
0xf020,Standard
0x701e,Good
0xfe63,Good
0x7760,Poor
0x19818,Poor
0xc74d,Standard
0x1161b,Good
0x44d6,Good
0x1dd12,Good
0x9436,Good
0x194cf,Good
0x9338,Standard
0x1e1d5,Good
0x1028d,Good
0x2a84,Good
0x10372,Standard
0x17b26,Good
0x1619a,Good
0x6192,Poor
0x19d0d,Standard
0xdf1c,Good
0x165d4,Poor
0x945a,Poor
0x106ec,Standard
0x729d,Poor
0xabd3,Standard
0x16699,Poor
0x1d9ca,Good
0xac35,Standard
0x802e,Standard
0x1f1d,Good
0x9b6d,Standard
0x54d5,Good
0xc841,Standard
0x1223b,Poor
0x11a84,Standard
0xeabf,Standard
0xf2ca,Good
0x18be,Poor
0x16c42,Poor
0x1e5a7,Standard
0xa449,Standard
0x14f22,Standard
0xd351,Standard
0x1122b,Standard
0x117ef,Good
0xbc7b,Standard
0x10338,Standard
0xcb92,Standard
0xf524,Poor
0x711a,Poor
0xe8bd,Good
0xa5ae,Standard
0x5ff0,Standard
0x192d3,Good
0x117fd,Standard
0x33f0,Standard
0x3ed0,Standard
0x18e7c,Poor
0x4574,Standard
0x10578,Standard
0xdbb0,Poor
0x1c73a,Standard
0x88cf,Standard
0x1c968,Standard
0xac7f,Standard
0x18ef2,Standard
0x1e5b9,Good
0x150ca,Poor
0x4358,Good
0x1881a,Good
0x1556e,Standard
0x1211f,Standard
0xfbfc,Standard
0x1e349,Standard
0xf14c,Standard
0x14384,Good
0x27b4,Standard
0xead2,Good
0x18909,Good
0x1891f,Standard
0x13eb4,Standard
0x46ab,Good
0xdea6,Standard
0x4727,Standard
0x3325,Standard
0x1c4da,Good
0xd6f2,Good
0xbbe0,Good
0x54de,Poor
0x10f08,Standard
0x187ed,Standard
0x36fa,Standard
0x13819,Standard
0x90ca,Standard
0x1016d,Poor
0x1664b,Standard
0x1aa19,Good
0x52af,Good
0x1aead,Good
0x1d592,Standard
0x59cf,Good
0x372c,Standard
0x191da,Good
0xcb5f,Good
0x45e4,Good
0x1b487,Good
0x18e29,Standard
0x5ae2,Poor
0x12865,Good
0x556f,Good
0x984d,Good
0xf89e,Standard
0x1be79,Good
0x13e09,Standard
0x179b,Good
0x6e03,Good
0x5e1d,Standard
0x1ac0f,Good
0xd1e5,Standard
0x127bb,Poor
0x4d7c,Standard
0xf985,Standard
0x134ef,Poor
0x12769,Good
0x14364,Good
0x1989a,Standard
0x434d,Poor
0xab00,Standard
0x13149,Good
0x144bb,Standard
0x458a,Standard
0x8a20,Poor
0x14926,Good
0x124e9,Poor
0x12a32,Standard
0x14be6,Standard
0x1234f,Good
0x1cede,Standard
0x16328,Good
0x2f90,Standard
0x7e1f,Standard
0xfb0e,Poor
0x1b819,Standard
0x4d22,Standard
0xb8f2,Good
0x17aaf,Standard
0xb970,Poor
0x16761,Standard
0x1ad09,Poor
0x16966,Good
0x9f4e,Poor
0xcf37,Good
0x2031,Poor
0x4f56,Standard
0x59f3,Poor
0x8941,Standard
0x16ca5,Poor
0x11ddf,Poor
0x139eb,Good
0x1a507,Standard
0xeb1e,Standard
0x94ba,Standard
0x166a5,Standard
0x3140,Poor
0x1818,Good
0x1b945,Good
0x19b69,Poor
0x79c2,Good
0x18c19,Poor
0x8f27,Standard
0xda28,Good
0x11fb2,Standard
0x52b8,Standard
0x7c4d,Standard
0xd248,Poor
0xd6b1,Good
0x9f24,Poor
0x106ac,Standard
0x13812,Standard
0x11b05,Poor
0x1a49b,Good
0x1e920,Poor
0x15654,Good
0x1e3b2,Poor
0x4c32,Standard
0x25e8,Standard
0x23ff,Standard
0x543a,Poor
0xe304,Standard
0x59e5,Poor
0x15ba0,Good
0x10e15,Standard
0x141bd,Standard
0xc859,Good
0x3643,Poor
0x665c,Good
0x8828,Standard
0x607e,Standard
0x152fb,Standard
0x4fc6,Standard
0x16bf1,Standard
0x7cff,Good
0x1e1f9,Poor
0x1ce9,Standard
0x9471,Standard
0x16578,Poor
0x18e11,Standard
0x16189,Good
0xd492,Poor
0x19912,Poor
0xf8b4,Good
0x11f85,Standard
0x82a2,Standard
0xa13d,Poor
0x12ead,Poor
0x12d7c,Good
0xd405,Standard
0x13741,Good
0x30fb,Good
0x932f,Good
0x15d13,Standard
0xc7f4,Standard
0xc71e,Poor
0xd549,Poor
0xb3a9,Standard
0x14333,Standard
0x1ac84,Standard
0x6468,Standard
0x63c0,Poor
0xe034,Standard
0xfe04,Good
0x432a,Good
0x1748f,Good
0xaa9b,Good
0x18aa4,Poor
0x4e6a,Good
0x245a,Poor
0xbfad,Standard
0x5389,Standard
0x11446,Poor
0xdf1e,Good
0x1b6f9,Poor
0x1c837,Standard
0x2dd8,Standard
0x1e4ba,Poor
0x7398,Standard
0xfbbe,Good
0xddbf,Good
0x1152b,Good
0x1067d,Good
0x1317a,Poor
0x4731,Standard
0x1b796,Good
0x1b80,Poor
0x1d53f,Standard
0xdd92,Good
0x13bcc,Standard
0x1ccec,Standard
0x1268d,Good
0x7311,Good
0x1be55,Poor
0x9a68,Poor
0x1ea12,Standard
0x154d1,Good
0x1b17b,Standard
0x1a455,Standard
0x41cd,Good
0x17af6,Standard
0x5813,Good
0x1cba8,Good
0x1118a,Standard
0xcf7e,Standard
0x527d,Good
0x1669e,Standard
0x1760e,Standard
0x633c,Standard
0xcf31,Standard
0x5bd2,Poor
0xd19d,Standard
0x8b36,Poor
0x1b442,Poor
0x7b48,Standard
0xb5fe,Standard
0xaebb,Good
0x9dc9,Standard
0x1e96,Standard
0x9465,Standard
0x16217,Standard
0x8862,Standard
0x5bb0,Standard
0x4afb,Good
0xd268,Standard
0xca5b,Poor
0x13727,Good
0xeec6,Poor
0x885b,Standard
0xdbc0,Good
0x17eb9,Standard
0x14f40,Poor
0x9d4f,Standard
0x1da2c,Poor
0x1c9e0,Poor
0x1a1de,Standard
0x1ea7c,Standard
0x4e06,Good
0x7329,Good
0xa7b2,Good
0x1a4fc,Standard
0xea44,Good
0x1ea0e,Standard
0x74dd,Good
0x183f0,Standard
0x94c2,Poor
0x83e8,Standard
0x10735,Good
0x10158,Standard
0x2905,Standard
0x1d86f,Standard
0x19c7f,Standard
0x1359d,Poor
0x1611b,Standard
0x72c6,Good
0x1ae88,Standard
0x19179,Good
0xe2bd,Good
0x170c4,Standard
0x1ac88,Standard
0x16fb0,Poor
0x151a2,Standard
0x7a0a,Standard
0x2cc2,Good
0x5326,Good
0x1d2da,Good
0x6967,Poor
0x24c1,Standard
0x1df3e,Standard
0x90c9,Standard
0x5655,Good
0x193c3,Good
0xd962,Poor
0x112cf,Standard
0xdcaf,Good
0x4c96,Standard
0x12218,Poor
0x5e1a,Standard
0x9c43,Poor
0x1151b,Standard
0x1cd77,Standard
0x9c25,Standard
0xc19f,Standard
0x15437,Good
0x7de4,Standard
0x184e1,Poor
0x16596,Good
0x597a,Standard
0xbd0a,Standard
0x9ff8,Good
0x14856,Poor
0xfe92,Standard
0x14146,Good
0x1e95e,Good
0x1a3fc,Good
0x1cd29,Poor
0xb2fe,Standard
0x107ad,Poor
0x1c34e,Good
0x4d1c,Good
0x1e290,Good
0x8b6e,Standard
0xd7ca,Good
0x110dd,Good
0x8804,Standard
0x6548,Good
0x57ec,Good
0x95f5,Standard
0x146dd,Good
0x19d91,Poor
0x136ad,Standard
0xa9aa,Good
0x1b5be,Standard
0x1289c,Good
0x1b9ec,Standard
0xd419,Poor
0xbff5,Poor
0x14665,Good
0xce23,Good
0x16b2f,Standard
0x9832,Standard
0x196e0,Poor
0x167a1,Standard
0xbf3f,Standard
0xe563,Standard
0x11e50,Standard
0x11311,Standard
0x86e9,Standard
0x13392,Poor
0xf17f,Standard
0x187da,Standard
0x10b53,Good
0x19244,Standard
0x71b9,Good
0x1afcd,Good
0x19f38,Good
0x1b6cd,Standard
0x5986,Poor
0x15403,Standard
0xc120,Poor
0xb58a,Standard
0x1d267,Poor
0x7ef0,Standard
0x190d5,Poor
0xa373,Good
0x1004a,Standard
0x45bc,Standard
0xa8b5,Good
0x1031a,Poor
0x95c0,Poor
0xdbe2,Standard
0xa119,Standard
0x12d03,Standard
0x8c49,Standard
0x36b2,Good
0x1d185,Standard
0xad7c,Standard
0xcd14,Standard
0x1314b,Good
0x1c4e7,Standard
0x10176,Good
0x182c1,Poor
0xc5ad,Good
0x8bb9,Poor
0x1887a,Good
0x1213f,Good
0x8af1,Good
0x162a3,Poor
0x11dd4,Standard
0x13004,Standard
0xde90,Standard
0x1ab10,Good
0x10432,Poor
0x14540,Poor
0x4425,Standard
0x18fcd,Poor
0x1cd91,Poor
0x1cc7e,Good
0x1401b,Good
0x132a3,Good
0x12316,Good
0x87be,Good
0x1a67a,Standard
0x11b12,Good
0x9707,Good
0x1c332,Standard
0x52ec,Poor
0x18fc8,Poor
0x67dc,Standard
0x8442,Standard
0xfaa4,Standard
0xb96e,Poor
0x1376d,Poor
0xf703,Poor
0x179be,Poor
0x1d4fb,Poor
0x8715,Standard
0xe7ed,Good
0x7693,Good
0x12833,Good
0x4d11,Good
0x12e60,Good
0x9ea7,Standard
0x493f,Good
0x3bcb,Good
0x94e7,Standard
0x1b535,Poor
0xc510,Poor
0x6e16,Poor
